gene,mean_shap_rank,mean_attn_rank,combined_rank_score,n_folds,mean_shap_importance,mean_attention
SLC41A2,3872.00,4669.33,8541.33,2,4.68393e-06,9.9853e-05
PHF19,3787.67,4753.67,8541.33,1,2.96599e-06,0.000143486
UBE2Q2,4637.00,3904.33,8541.33,2,7.99677e-07,0.000132274
PPM1B,4673.67,3868.00,8541.67,1,3.64846e-06,0.000100034
SELO,4029.00,4512.67,8541.67,1,8.47665e-06,9.99148e-05
CASD1,4080.33,4461.67,8542.00,1,1.78189e-06,0.000160279
SYTL3,4682.33,3860.33,8542.67,1,3.60854e-06,0.000100036
KPNA5,4732.67,3810.00,8542.67,1,3.2883e-06,0.000100048
TBP,4483.33,4059.67,8543.00,1,4.91269e-06,9.99982e-05
ASH1L,4944.00,3599.67,8543.67,1,1.3065e-06,0.000100114
CGREF1,4537.33,4006.33,8543.67,1,7.34052e-07,0.000189847
WDR20,4679.67,3864.67,8544.33,1,3.62684e-06,0.000100035
TCF20,4193.67,4351.00,8544.67,1,1.45414e-06,0.000166927
CHMP4B,4523.33,4021.67,8545.00,1,7.54344e-07,0.000188643
GATA6-AS1,4144.00,4401.33,8545.33,1,6.93541e-06,9.99893e-05
ELK4,4594.67,3951.67,8546.33,1,6.37992e-07,0.000194315
LOC101929504,4502.00,4045.00,8547.00,1,3.30936e-06,0.00010003
SNTA1,4556.67,3991.33,8548.00,2,1.20089e-06,0.00011935
TMEFF2,4311.00,4237.00,8548.00,1,1.17684e-06,0.000173542
CLDN4,4821.67,3726.33,8548.00,1,2.49629e-07,0.000219797
KCMF1,4707.67,3840.67,8548.33,1,3.44915e-06,0.000100041
TGDS,4318.00,4230.67,8548.67,1,1.15803e-06,0.000174065
ASB3,4042.67,4506.33,8549.00,1,1.87942e-06,0.000158125
IPO9,4573.33,3976.00,8549.33,1,4.29901e-06,0.000100013
USPL1,4595.67,3953.67,8549.33,1,4.1343e-06,0.000100016
RBMS2,3611.67,4937.67,8549.33,1,2.0152e-05,9.98858e-05
SUV420H1,4247.33,4302.33,8549.67,1,6.50307e-06,9.99546e-05
UIMC1,4303.67,4246.00,8549.67,1,6.13059e-06,9.99648e-05
C17orf100,4597.33,3953.67,8551.00,1,2.5542e-06,0.000100043
BHLHE41,3958.33,4593.33,8551.67,1,2.17992e-06,0.000153319
RNASEH2A,4282.00,4271.33,8553.33,1,1.24292e-06,0.000171533
MAP3K10,4691.67,3861.67,8553.33,1,3.56117e-06,0.000100036
PPP2R5A,4588.00,3966.00,8554.00,1,6.49115e-07,0.000193298
GLUL,3991.33,4563.00,8554.33,1,8.86508e-06,9.99036e-05
IFNAR1,4579.67,3974.67,8554.33,1,4.25581e-06,0.000100013
PRKCB,4519.67,4036.00,8555.67,1,3.1183e-06,0.000100031
SEC62,4852.33,3704.00,8556.33,1,2.34466e-06,0.000100076
PHTF2,4279.67,4276.67,8556.33,1,6.27202e-06,9.99585e-05
NAP1L1,4837.33,3719.67,8557.00,1,2.53033e-06,0.00010007
PSMD3,4797.33,3759.67,8557.00,1,2.86297e-07,0.000215362
BANP,4599.33,3958.00,8557.33,1,4.10445e-06,0.000100016
RHBDL2,4132.33,4425.00,8557.33,1,1.63018e-06,0.000162542
EHF,4075.67,4481.67,8557.33,1,1.79542e-06,0.000159296
FXR1,4606.00,3951.33,8557.33,1,4.06201e-06,0.000100017
NSUN3,4117.33,4441.00,8558.33,1,1.66754e-06,0.000161638
NIFK-AS1,4642.33,3916.33,8558.67,1,3.81838e-06,0.000100023
ACP6,4008.00,4551.00,8559.00,1,8.94439e-06,9.99724e-05
NOL4L,4785.00,3774.33,8559.33,1,3.06299e-07,0.000213454
FAM78A,4743.33,3816.67,8560.00,1,3.21113e-06,0.000100046
ZFR,4598.33,3962.67,8561.00,1,4.10993e-06,0.000100015
RNF212,4985.33,3576.00,8561.33,1,2.46097e-08,0.000249264
NSUN4,4781.67,3780.00,8561.67,1,1.27798e-06,0.000100074
CABLES1,3672.00,4889.67,8561.67,1,1.76586e-05,9.99069e-05
RLIM,3915.67,4646.33,8562.00,2,4.48706e-06,9.98804e-05
RBM26,3949.67,4612.33,8562.00,1,2.20923e-06,0.000152098
ZNF469,4052.33,4509.67,8562.00,1,1.86053e-06,0.000157959
UBR3,4486.67,4076.00,8562.67,1,8.17957e-07,0.000184695
DHX15,4146.00,4416.67,8562.67,1,7.29283e-06,9.99343e-05
FBXL14,4962.33,3601.00,8563.33,1,5.36541e-08,0.000242793
NGDN,4556.00,4007.33,8563.33,1,7.04771e-07,0.000189822
BLCAP,4184.67,4378.67,8563.33,1,6.94671e-06,9.99415e-05
LOC100506282,4605.00,3958.33,8563.33,1,6.23419e-07,0.000193952
DHRS7B,4303.00,4261.00,8564.00,1,5.11273e-06,0.000100006
MTPAP,3993.67,4571.00,8564.67,1,8.83864e-06,9.99019e-05
RPLP2P1,3793.67,4771.67,8565.33,1,1.35181e-05,9.99391e-05
C12orf75,4050.00,4515.67,8565.67,2,1.50038e-06,0.00012363
WDR3,4122.00,4443.67,8565.67,1,1.65433e-06,0.000161465
ZBTB9,4909.67,3656.33,8566.00,1,5.42999e-07,0.00010011
KDM6A,4807.67,3759.33,8567.00,1,2.7243e-06,0.000100059
LYPD3,4414.67,4153.00,8567.67,1,4.10576e-06,0.000100018
ERLIN2,4637.00,3932.67,8569.67,1,2.20831e-06,0.000100046
PTTG1IP,4730.67,3839.33,8570.00,1,3.30137e-06,0.000100041
GALNT3,4757.67,3812.67,8570.33,1,3.43094e-07,0.000208733
BTK,4708.67,3862.00,8570.67,1,3.43663e-06,0.000100035
MVD,3633.33,4938.00,8571.33,1,4.03947e-06,0.000130015
UTP6,4736.33,3835.67,8572.00,1,3.85093e-07,0.000206235
PHF10,4810.00,3762.00,8572.00,1,2.71239e-06,0.000100059
SLC31A1,4107.33,4465.00,8572.33,1,7.6456e-06,9.99244e-05
CRTAP,3836.00,4736.33,8572.33,1,1.24287e-05,9.99459e-05
CTD-2619J13.13,4160.67,4412.33,8573.00,1,6.71179e-06,9.99881e-05
FOLH1,4222.00,4351.33,8573.33,1,6.03802e-06,9.99951e-05
MT1E,4190.00,4383.33,8573.33,1,1.46493e-06,0.000164908
PEX11B,4217.67,4357.00,8574.67,1,6.72197e-06,9.99448e-05
FAM161A,3982.33,4592.67,8575.00,2,4.56067e-06,9.98902e-05
USP24,4728.00,3847.33,8575.33,1,3.3118e-06,0.000100039
SACM1L,4652.33,3924.33,8576.67,1,3.77055e-06,0.000100022
ZNF805,4621.67,3955.00,8576.67,1,3.96406e-06,0.000100016
ZNF678,4356.33,4220.67,8577.00,1,5.71021e-06,9.99687e-05
TGFB2,4482.33,4095.00,8577.33,1,4.92231e-06,9.99916e-05
LOC101929072,3948.33,4629.33,8577.67,1,9.94108e-06,9.99629e-05
MRFAP1L1,4574.00,4004.67,8578.67,1,4.29592e-06,0.000100008
ZZZ3,4410.33,4168.33,8578.67,2,2.59365e-06,9.99287e-05
TRIM5,3923.67,4655.33,8579.00,1,2.31977e-06,0.000149406
C7orf63,3633.00,4946.33,8579.33,1,1.94672e-05,9.98811e-05
VPS11,3655.67,4923.67,8579.33,1,1.83437e-05,9.98933e-05
TXLNB,4703.33,3876.33,8579.67,1,3.48435e-06,0.000100032
RABGGTB,4670.00,3909.67,8579.67,1,3.6678e-06,0.000100024
NFIC,4762.33,3819.00,8581.33,1,3.07269e-06,0.000100045
LOC101060275,4620.67,3960.67,8581.33,1,5.93131e-07,0.000193771
MIR6824,4783.00,3798.67,8581.67,1,3.08138e-07,0.000210247
RETSAT,4072.33,4509.33,8581.67,1,7.92513e-06,9.99774e-05
RRAS,4540.00,4042.00,8582.00,1,2.99215e-06,0.000100031
PLAA,4457.33,4124.67,8582.00,1,3.72701e-06,0.000100021
ZYG11B,4872.33,3709.67,8582.00,1,2.17335e-06,0.000100074
ERCC6L2,4492.33,4090.00,8582.33,1,4.84639e-06,9.9993e-05
ADAMTS6,4212.67,4370.00,8582.67,1,6.12474e-06,9.99927e-05
ADCK3,4778.33,3805.00,8583.33,1,3.12869e-07,0.000209575
ANTXR1,4927.00,3656.33,8583.33,1,1.01144e-07,0.000230026
ZNF180,3807.33,4776.33,8583.67,1,1.12155e-05,9.98521e-05
FBXO11,4904.67,3679.00,8583.67,1,1.85595e-06,0.000100083
TMEM14A,4103.67,4480.00,8583.67,1,7.68874e-06,9.99213e-05
ZFYVE26,4830.00,3754.00,8584.00,1,2.56887e-06,0.00010006
NIPA2,4617.33,3967.33,8584.67,1,2.35722e-06,0.000100041
EIF2B5,4238.00,4347.00,8585.00,1,1.3549e-06,0.000167243
KMT2B,4574.00,4011.67,8585.67,1,6.70273e-07,0.000189514
STH,4375.33,4210.67,8586.00,2,5.42502e-07,0.000130791
ATXN1L,4706.67,3879.33,8586.00,1,3.46221e-06,0.000100031
BLOC1S2,3663.33,4923.00,8586.33,1,1.3895e-05,9.97526e-05
TMEM8A,4551.00,4035.33,8586.33,1,2.90302e-06,0.000100032
ZNF485,4714.33,3872.33,8586.67,1,3.39909e-06,0.000100033
ZFX,4965.67,3622.00,8587.67,1,9.63929e-07,0.000100103
SLC25A4,3698.00,4890.33,8588.33,1,3.52347e-06,0.000133581
DNAH7,4053.00,4535.33,8588.33,1,8.24691e-06,9.99747e-05
CPSF7,4633.00,3957.00,8590.00,1,5.67145e-07,0.000194006
EFS,4260.00,4330.67,8590.67,1,1.30474e-06,0.000168172
IRGQ,4688.67,3902.00,8590.67,1,4.64065e-07,0.000199095
PTPRE,3930.00,4661.00,8591.00,1,2.29878e-06,0.00014914
NOTUM,4493.33,4097.67,8591.00,1,8.06657e-07,0.000183324
LRRC47,4820.33,3771.00,8591.33,1,2.642e-06,0.000100056
MIR1304,4845.00,3746.33,8591.33,2,5.21275e-07,0.000122347
BCR,4021.67,4570.67,8592.33,1,8.72231e-06,9.99702e-05
SYNJ1,3997.67,4594.67,8592.33,1,2.03644e-06,0.000153242
NTN1,4833.00,3759.67,8592.67,1,9.55394e-07,0.000100079
TCEAL8,4221.00,4371.67,8592.67,1,6.69344e-06,9.99423e-05
OPA1,4263.67,4330.00,8593.67,1,6.37993e-06,9.99499e-05
TSC2,3990.00,4604.33,8594.33,1,9.21258e-06,9.99661e-05
TRIM33,4774.00,3820.67,8594.67,1,2.96881e-06,0.000100045
TNFRSF25,4481.00,4113.67,8594.67,1,3.48501e-06,0.000100022
TMEM184B,4949.67,3645.33,8595.00,1,1.23282e-06,0.000100094
AHCYL1,4034.67,4560.67,8595.33,1,1.90628e-06,0.00015502
GADD45A,4758.67,3837.00,8595.67,1,1.42203e-06,0.000100062
MYSM1,4138.00,4458.00,8596.00,1,7.36433e-06,9.99256e-05
NCKAP1L,4179.33,4418.00,8597.33,1,6.99472e-06,9.99339e-05
LIMD1,4964.67,3632.67,8597.33,1,4.88281e-08,0.000235083
EIF5A,4667.67,3929.67,8597.33,1,5.03923e-07,0.000195828
TPI1,4638.00,3959.67,8597.67,1,5.58527e-07,0.000193838
UBXN11,4974.67,3623.00,8597.67,1,3.99051e-08,0.000237553
KIRREL,3647.67,4950.33,8598.00,1,1.87766e-05,9.98797e-05
LOC100132167,4342.00,4257.00,8599.00,1,4.68503e-06,0.000100006
ANKRD16,4554.33,4045.33,8599.67,1,2.88225e-06,0.00010003
LOC100507507,4529.33,4070.33,8599.67,1,7.45675e-07,0.000185096
EED,4826.00,3774.67,8600.67,1,2.59673e-06,0.000100055
FAM73A,4807.33,3794.00,8601.33,1,2.72982e-06,0.00010005
MBNL1,3606.33,4995.00,8601.33,1,4.30657e-06,0.00011901
ZBTB38,3615.67,4986.67,8602.33,1,4.19885e-06,0.000122066
NFIX,4780.00,3822.67,8602.67,1,3.12227e-07,0.000207463
HS1BP3,4707.33,3895.33,8602.67,1,4.30445e-07,0.000199778
TRIM39,4181.00,4421.67,8602.67,1,6.97579e-06,9.9933e-05
SERPINB4,4525.67,4077.00,8602.67,1,3.08168e-06,0.000100026
SNORA76C,4164.00,4439.33,8603.33,1,1.53572e-06,0.000161678
TRAF4,4620.67,3982.67,8603.33,1,2.3365e-06,0.000100039
MMP14,4247.00,4356.67,8603.67,1,1.33643e-06,0.000166753
MSX2,4936.67,3667.00,8603.67,1,8.65972e-08,0.00022856
GGT5,4610.00,3994.00,8604.00,1,2.4206e-06,0.000100037
DENND2C,3998.00,4607.33,8605.33,1,9.09434e-06,9.99659e-05
LOC145783,4532.67,4073.33,8606.00,1,4.56371e-06,9.99961e-05
TNFRSF18,4566.67,4040.00,8606.67,1,2.775e-06,0.000100031
EIF3F,3950.00,4657.00,8607.00,1,2.20816e-06,0.000149285
FANCA,4534.33,4072.67,8607.00,1,3.02335e-06,0.000100027
CCDC78,4093.00,4514.00,8607.00,1,7.65703e-06,9.99766e-05
MPI,4441.67,4165.67,8607.33,2,7.87986e-07,0.000108307
PASK,4551.33,4056.33,8607.67,1,2.90199e-06,0.000100029
FUT9,4660.00,3948.00,8608.00,1,2.01206e-06,0.000100044
LOC100289333,4876.00,3732.33,8608.33,1,2.137e-06,0.000100066
THAP1,4147.33,4461.33,8608.67,1,7.27826e-06,9.9925e-05
SFT2D1,4542.67,4066.67,8609.33,1,7.25076e-07,0.000185244
KIF23,4187.33,4422.33,8609.67,1,1.47272e-06,0.000162678
RAB33B,4774.67,3836.33,8611.00,1,2.95156e-06,0.000100042
CES2,4653.00,3958.67,8611.67,1,5.31013e-07,0.000193951
ZNF227,4371.67,4240.33,8612.00,1,5.61365e-06,9.99659e-05
HIST1H2BE,4701.67,3910.33,8612.00,1,4.37774e-07,0.000198175
RMDN1,4064.67,4547.33,8612.00,1,8.06764e-06,9.99077e-05
CRISPLD2,4765.33,3847.00,8612.33,1,3.3169e-07,0.00020502
PRPSAP2,3914.33,4698.00,8612.33,1,9.69369e-06,9.98733e-05
STAT5B,3939.67,4673.00,8612.67,1,1.00748e-05,9.99559e-05
DGAT1,4950.00,3662.67,8612.67,1,7.08086e-08,0.000229412
IDS,4620.33,3993.00,8613.33,1,3.97384e-06,0.00010001
DTNA,4055.33,4558.00,8613.33,1,8.23047e-06,9.99717e-05
ZDHHC13,4510.33,4103.33,8613.67,1,4.73623e-06,9.99901e-05
FAM45A,4357.00,4257.33,8614.33,1,1.07655e-06,0.000172452
LHX4-AS1,4677.00,3937.33,8614.33,1,3.63527e-06,0.000100019
LOC101928143,4853.00,3762.33,8615.33,1,2.33034e-06,0.000100058
TMEM39A,4010.33,4605.67,8616.00,1,8.64845e-06,9.98943e-05
LYPLA1,3854.00,4763.00,8617.00,1,2.64093e-06,0.000143073
LOC101060321,4834.33,3782.67,8617.00,1,2.32439e-07,0.000212456
LOC100506299,3900.00,4717.00,8617.00,1,1.09501e-05,9.99493e-05
WISP3,4890.00,3727.33,8617.33,1,1.55552e-07,0.000219413
APTR,4487.67,4130.33,8618.00,1,4.8781e-06,9.99853e-05
TMEM135,4803.67,3814.67,8618.33,1,2.7869e-07,0.000208496
RP6-11O7.2,4052.67,4566.33,8619.00,1,1.85996e-06,0.000154769
PIK3CD,3725.00,4894.33,8619.33,1,3.33764e-06,0.000133382
RAE1,4705.00,3914.33,8619.33,1,4.34261e-07,0.000197841
LINC01105,4992.67,3626.67,8619.33,1,5.92303e-08,0.000100123
SMDT1,4060.00,4559.67,8619.67,1,1.84122e-06,0.000155078
LOC146880,4919.33,3701.00,8620.33,1,4.7772e-07,0.000100094
MESP2,4673.67,3946.67,8620.33,2,5.2097e-07,0.00011291
RP11-158G18.1,4329.67,4291.33,8621.00,2,2.91552e-06,9.99234e-05
FOXJ2,4069.67,4551.33,8621.00,1,1.81579e-06,0.000155533
HELZ,4644.33,3977.00,8621.33,1,3.80424e-06,0.000100013
TAS2R43,4472.67,4149.00,8621.67,1,3.58185e-06,0.000100019
FER,4649.00,3974.00,8623.00,1,3.78105e-06,0.000100013
CHMP6,4605.00,4019.33,8624.33,1,2.48152e-06,0.000100034
SCOC,4594.00,4030.67,8624.67,1,6.39279e-07,0.000187724
C8orf88,4823.67,3801.00,8624.67,1,2.61272e-06,0.000100049
RP11-803D5.4,4438.67,4186.33,8625.00,1,9.06706e-07,0.000176813
VIT,3821.67,4803.33,8625.00,1,1.27134e-05,9.99325e-05
ERF,4369.33,4256.67,8626.00,1,1.05158e-06,0.000172485
AP4E1,4584.00,4042.67,8626.67,1,6.52664e-07,0.000187079
FAM24B,4736.67,3890.33,8627.00,1,1.52691e-06,0.000100052
INPP5F,4343.00,4284.33,8627.33,1,5.82254e-06,9.99572e-05
LGALSL,4376.67,4251.33,8628.00,2,1.45924e-06,0.000118247
WIPF2,4765.33,3862.67,8628.00,1,1.37861e-06,0.000100057
PIK3CB,4329.00,4299.00,8628.00,1,5.93543e-06,9.9955e-05
C21orf59,3908.67,4720.00,8628.67,1,2.39299e-06,0.000145399
C11orf58,4571.00,4058.00,8629.00,1,6.75419e-07,0.000185994
ARMCX4,3784.33,4845.33,8629.67,1,1.38105e-05,9.99215e-05
HNRNPM,4692.00,3937.67,8629.67,1,4.57055e-07,0.000195322
CHST3,3883.33,4746.33,8629.67,2,1.61748e-06,0.000109596
SORBS2,3654.33,4976.33,8630.67,1,3.85373e-06,0.000124021
ANXA2,4745.00,3886.00,8631.00,1,3.65034e-07,0.000200906
LIN7C,4671.00,3961.00,8632.00,1,3.66231e-06,0.000100015
STRAP,4561.33,4070.67,8632.00,1,4.38324e-06,9.99964e-05
BIN1,3845.00,4787.33,8632.33,1,1.22239e-05,9.99359e-05
C1orf131,3760.33,4872.00,8632.33,1,1.20522e-05,9.98013e-05
TRMT1L,4662.33,3970.33,8632.67,1,3.70378e-06,0.000100014
ZNF609,4383.00,4250.33,8633.33,1,4.36566e-06,0.000100007
TIMM22,3846.67,4786.67,8633.33,1,1.22032e-05,9.9936e-05
THAP6,4485.33,4148.33,8633.67,1,4.89693e-06,9.99829e-05
TXNRD1,4306.00,4328.67,8634.67,1,1.18458e-06,0.00016834
CRLF3,4182.33,4452.67,8635.00,1,6.9643e-06,9.99265e-05
SPX,3732.00,4903.00,8635.00,1,1.53337e-05,9.99027e-05
LILRB5,4254.67,4381.67,8636.33,1,5.65649e-06,9.99913e-05
COX4I2,3710.33,4926.33,8636.67,1,1.60966e-05,9.98919e-05
DYNC2H1,4519.00,4119.00,8638.00,1,4.65924e-06,9.99877e-05
NUDCD3,4839.33,3799.33,8638.67,1,2.26683e-07,0.000210235
SENP6,4372.67,4266.33,8639.00,1,5.60851e-06,9.99604e-05
TBC1D25,4559.00,4080.00,8639.00,1,2.84725e-06,0.000100026
KIAA0100,4878.33,3761.00,8639.33,1,7.36756e-07,0.000100079
FAHD1,4569.67,4069.67,8639.33,1,2.76062e-06,0.000100027
MED4,4602.67,4038.00,8640.67,1,4.08884e-06,0.000100002
MSH6,4451.00,4189.67,8640.67,1,8.74708e-07,0.000176662
PDIA3,4446.00,4195.67,8641.67,1,3.81371e-06,0.000100013
RTN4IP1,4265.67,4376.33,8642.00,2,1.06916e-06,0.000116046
KLHL9,4211.00,4431.33,8642.33,1,1.4182e-06,0.000162217
CLEC4E,3938.00,4705.67,8643.67,1,1.01284e-05,9.99508e-05
SLC17A9,4991.67,3652.00,8643.67,1,1.30004e-08,0.000231391
TFE3,4226.33,4420.00,8646.33,1,1.38228e-06,0.000162806
IGFBP7,4861.67,3784.67,8646.33,1,2.25717e-06,0.000100053
PPP1R7,4899.67,3748.33,8648.00,1,6.05825e-07,0.000100082
IGF1R,4935.33,3713.00,8648.33,1,8.92984e-08,0.000221485
FAM193A,4297.00,4352.00,8649.00,1,6.1717e-06,9.99458e-05
AGPAT6,3901.33,4747.67,8649.00,1,2.42327e-06,0.000143775
DDX23,4078.00,4572.00,8650.00,1,7.949e-06,9.99015e-05
RAB3GAP2,4933.00,3717.33,8650.33,1,1.45906e-06,0.000100071
VCPKMT,4773.00,3877.67,8650.67,1,2.97714e-06,0.000100031
IQCB1,3838.00,4812.67,8650.67,1,1.06641e-05,9.9837e-05
TRIM35,4023.00,4628.33,8651.33,1,8.70379e-06,9.9963e-05
SWT1,3914.67,4737.00,8651.67,2,4.27858e-06,9.98637e-05
PLEKHO1,4436.00,4216.00,8652.00,1,9.10914e-07,0.000175073
PROCR,4857.33,3795.00,8652.33,1,2.00688e-07,0.000210832
C16orf86,4694.33,3959.00,8653.33,1,1.7806e-06,0.000100042
FOXRED1,4784.00,3869.33,8653.33,1,1.26478e-06,0.000100056
MT1HL1,4649.33,4004.33,8653.67,1,5.39647e-07,0.000190011
ZNF490,4844.33,3810.00,8654.33,1,9.0493e-07,0.000100068
SBSN,4729.00,3925.33,8654.33,1,1.57966e-06,0.000100047
CEBPB,4730.67,3923.67,8654.33,1,3.92508e-07,0.000196807
TCIRG1,4206.00,4450.00,8656.00,1,6.80045e-06,9.9927e-05
MSRB3,3736.00,4920.33,8656.33,1,1.51558e-05,9.98944e-05
KXD1,4708.33,3948.00,8656.33,1,4.29383e-07,0.000194592
EIF2AK3,4466.00,4191.00,8657.00,1,8.49452e-07,0.000176577
VAPA,4651.33,4006.00,8657.33,1,3.77385e-06,0.000100008
APPL1,4014.67,4643.00,8657.67,1,8.61193e-06,9.98868e-05
ATP6V1E2,3912.00,4745.67,8657.67,2,4.45676e-06,9.98608e-05
DZIP1L,4056.33,4601.67,8658.00,1,8.19271e-06,9.99663e-05
DOCK3,4677.00,3981.67,8658.67,1,1.9085e-06,0.000100039
NRSN2,4700.00,3958.67,8658.67,1,1.75915e-06,0.000100042
RP11-1277A3.3,4178.33,4481.00,8659.33,1,6.52027e-06,9.99803e-05
ANO9,4498.00,4161.33,8659.33,1,7.96416e-07,0.000178687
CTLA4,4713.00,3946.33,8659.33,1,1.67249e-06,0.000100044
RPIA,4930.00,3729.67,8659.67,1,4.24683e-07,0.000100086
PNPLA3,4263.33,4396.67,8660.00,1,5.54772e-06,9.99897e-05
ZNF436,4302.33,4358.00,8660.33,1,6.13463e-06,9.99445e-05
SSBP3-AS1,4794.00,3866.33,8660.33,1,2.81516e-06,0.000100034
RNF20,4944.67,3716.00,8660.67,1,1.29446e-06,0.000100071
KLF13,3784.33,4876.67,8661.00,1,2.98766e-06,0.000134697
KLHL18,4523.00,4138.67,8661.67,1,3.09641e-06,0.00010002
BTF3,4440.67,4221.00,8661.67,1,9.0195e-07,0.000174704
BSG,4192.67,4469.33,8662.00,1,1.45846e-06,0.000159867
GOLGB1,4362.33,4300.00,8662.33,1,5.67205e-06,9.9955e-05
GYS1,4704.33,3958.33,8662.67,1,1.73281e-06,0.000100043
ZKSCAN8,4195.00,4468.00,8663.00,1,1.45046e-06,0.000159906
COA5,4629.67,4033.33,8663.00,1,3.90024e-06,0.000100003
CTA-445C9.15,4612.33,4051.00,8663.33,1,4.03196e-06,9.99997e-05
KIAA1524,4508.33,4155.00,8663.33,1,3.25075e-06,0.000100018
HBP1,4848.00,3815.67,8663.67,1,2.41363e-06,0.000100046
BRD1,4316.33,4349.00,8665.33,1,6.0289e-06,9.99462e-05
LAMC1,4585.00,4080.33,8665.33,1,4.21504e-06,9.99944e-05
CCDC82,4066.33,4599.67,8666.00,1,1.82303e-06,0.000152744
VPS4B,4842.00,3824.33,8666.33,1,2.49471e-06,0.000100044
NPDC1,4896.33,3770.33,8666.67,1,1.44849e-07,0.000214217
CSRP1,4502.67,4164.00,8666.67,1,4.77906e-06,9.99795e-05
ARL11,3917.00,4750.00,8667.00,1,2.34408e-06,0.00014374
CDC73,4580.00,4087.00,8667.00,1,4.25258e-06,9.99936e-05
ADAT1,4251.33,4416.00,8667.33,1,6.47485e-06,9.99344e-05
TOB1-AS1,4301.67,4365.67,8667.33,1,5.14514e-06,9.99932e-05
EXOC6,4416.67,4251.00,8667.67,1,4.08831e-06,0.000100007
KNTC1,3776.33,4891.67,8668.00,1,3.04219e-06,0.000133499
GTF3C3,4569.00,4099.33,8668.33,1,4.33081e-06,9.99909e-05
FMNL3,3712.67,4956.00,8668.67,1,1.60244e-05,9.98712e-05
ACTL8,4720.00,3949.00,8669.00,1,4.10603e-07,0.000194539
ADAM15,4806.00,3863.33,8669.33,1,2.74753e-07,0.000203291
SNX25,4421.67,4248.33,8670.00,1,5.3025e-06,9.99644e-05
FAM200A,3836.33,4834.33,8670.67,1,2.73284e-06,0.000138133
LANCL1,4747.33,3923.33,8670.67,1,1.47077e-06,0.000100047
GUCA1B,4373.33,4297.33,8670.67,1,4.44727e-06,0.000100002
NUDC,4850.33,3820.67,8671.00,1,2.10346e-07,0.000207656
CHIC1,4672.00,3999.00,8671.00,1,3.66142e-06,0.000100009
MIER2,4696.33,3975.00,8671.33,1,1.77301e-06,0.00010004
S100A13,4686.33,3985.33,8671.67,1,4.69084e-07,0.000191629
NDUFA4L2,4652.67,4019.00,8671.67,1,5.31021e-07,0.00018887
GRN,4343.67,4329.00,8672.67,1,5.81555e-06,9.99501e-05
ICE2,4850.00,3823.00,8673.00,1,2.39356e-06,0.000100045
LSM3,4989.67,3684.67,8674.33,1,1.74646e-08,0.000225968
MBLAC2,4497.33,4177.67,8675.00,1,4.81408e-06,9.99774e-05
AZIN2,4618.67,4056.67,8675.33,1,2.34868e-06,0.000100029
CD74,4334.00,4342.00,8676.00,1,1.11991e-06,0.000167622
RRP36,4566.33,4109.67,8676.00,1,2.77547e-06,0.000100022
TMEM176A,4642.00,4034.33,8676.33,2,8.48481e-07,0.000124207
PIAS1,4875.33,3801.33,8676.67,1,2.14635e-06,0.000100049
NCF1,4784.67,3892.33,8677.00,1,1.25215e-06,0.000100052
C1QTNF5,4256.33,4421.00,8677.33,1,5.63373e-06,9.99873e-05
THRB-IT1,4654.67,4022.67,8677.33,1,3.75826e-06,0.000100005
BMPR2,4164.33,4514.33,8678.67,1,7.13667e-06,9.99145e-05
ACACA,4253.00,4425.67,8678.67,1,5.66874e-06,9.99868e-05
SH3BP4,4455.33,4223.67,8679.00,1,8.68462e-07,0.000174558
SULF2,4843.00,3836.00,8679.00,1,2.21351e-07,0.000206147
LYPD6,4320.33,4359.00,8679.33,1,1.15112e-06,0.000166559
PAXIP1-AS1,4830.33,3849.67,8680.00,1,2.56543e-06,0.000100038
LOC102724985,4900.33,3780.00,8680.33,1,1.89416e-06,0.000100054
PAPD5,4237.67,4442.67,8680.33,1,6.55639e-06,9.99288e-05
SCARNA17,4567.00,4116.00,8683.00,1,2.77036e-06,0.000100022
LOC101928762,4459.33,4224.33,8683.67,1,3.69503e-06,0.000100009
EEF1A1P42,4731.33,3952.33,8683.67,1,1.55623e-06,0.000100043
DQ597730,4711.33,3972.67,8684.00,1,3.42852e-06,0.000100013
YY1AP1,4428.00,4256.00,8684.00,1,9.30354e-07,0.000172489
NCBP1,4286.00,4399.33,8685.33,1,1.23606e-06,0.000164151
CHST10,3810.67,4875.00,8685.67,1,1.3047e-05,9.99125e-05
ZNF189,4668.67,4017.67,8686.33,1,3.67356e-06,0.000100006
CYB5B,4984.67,3702.00,8686.67,1,1.01738e-07,0.000100093
EIF1AD,4996.67,3690.33,8687.00,1,3.17168e-08,0.000100098
TAF9B,4625.67,4062.00,8687.67,1,3.93387e-06,9.99976e-05
ZYG11A,3808.67,4879.67,8688.33,1,1.31285e-05,9.99113e-05
SLC25A12,4515.67,4173.00,8688.67,1,4.68644e-06,9.99781e-05
INTS5,4895.33,3793.67,8689.00,1,6.38453e-07,0.00010007
C19orf12,3705.33,4984.00,8689.33,1,3.47322e-06,0.000122356
CEP68,4457.67,4232.00,8689.67,1,8.64931e-07,0.000173936
RP11-884K10.7,4323.67,4366.00,8689.67,1,4.8553e-06,9.99932e-05
HABP4,3926.33,4763.67,8690.00,1,1.03557e-05,9.99409e-05
ZNF507,4039.33,4651.00,8690.33,1,1.89283e-06,0.000149576
