gene,mean_shap_rank,mean_attn_rank,combined_rank_score,n_folds,mean_shap_importance,mean_attention
ABHD4,4275.00,4122.67,8397.67,1,1.25783e-06,0.000181481
HARBI1,4434.67,3963.67,8398.33,1,3.91461e-06,0.000100042
PIBF1,4139.33,4259.33,8398.67,1,1.60364e-06,0.000172283
ZNF318,4459.00,3940.33,8399.33,1,3.69737e-06,0.000100045
BTBD7,4712.67,3686.67,8399.33,1,3.41771e-06,0.000100081
NGLY1,4171.67,4227.67,8399.33,2,3.45776e-06,9.99291e-05
CDH19,3514.33,4885.33,8399.67,1,2.64132e-05,9.99101e-05
INTS10,3860.67,4539.00,8399.67,1,1.03223e-05,9.99092e-05
FABP6,4559.33,3840.33,8399.67,2,5.57533e-07,0.000142501
PRDX3,4224.00,4176.33,8400.33,1,1.38929e-06,0.000177591
KIAA1430,3834.33,4566.67,8401.00,1,2.73481e-06,0.000154747
RPL27AP,4997.33,3403.67,8401.00,1,5.14441e-09,0.00035633
VPS36,4637.00,3764.33,8401.33,1,5.59248e-07,0.000214851
OSBPL9,4352.33,4049.67,8402.00,1,5.7324e-06,9.99998e-05
MAATS1,3521.67,4880.67,8402.33,1,2.57727e-05,9.9911e-05
CWC22,4656.00,3746.67,8402.67,1,3.75269e-06,0.000100062
FUNDC1,4561.67,3841.33,8403.00,2,4.96123e-07,0.00013306
C16orf52,4780.00,3623.67,8403.67,1,2.91543e-06,0.000100102
ISOC1,4184.33,4219.33,8403.67,1,6.94718e-06,9.99691e-05
KCTD15,4348.33,4056.00,8404.33,1,1.09175e-06,0.000186154
ALG2,4817.67,3587.00,8404.67,1,2.59892e-07,0.000245785
ENTPD5,4930.00,3475.00,8405.00,1,9.73383e-08,0.000289208
ARHGEF39,4151.00,4254.00,8405.00,1,1.57329e-06,0.000172675
SMAD2,4792.00,3613.33,8405.33,1,2.82174e-06,0.000100107
ZC3HAV1L,4219.67,4186.00,8405.67,1,1.39894e-06,0.000176877
FKBP7,4677.33,3729.33,8406.67,1,3.63439e-06,0.000100067
RABEP1,4222.33,4184.33,8406.67,1,6.67441e-06,9.99762e-05
BLVRA,4498.00,3908.67,8406.67,2,1.63586e-06,0.000115705
C3orf70,4268.00,4139.33,8407.33,2,1.53752e-06,0.000114282
HELQ,4756.33,3652.00,8408.33,1,3.12331e-06,0.000100092
SIGLEC15,4254.67,4154.00,8408.67,1,1.3186e-06,0.00017918
RCBTB2,4945.33,3464.00,8409.33,1,7.73815e-08,0.000296097
CWC27,4408.00,4001.67,8409.67,1,5.40083e-06,0.000100009
LRCH3,4703.00,3707.00,8410.00,1,3.48951e-06,0.000100075
TTC39C,4432.67,3977.67,8410.33,2,2.51044e-06,9.993e-05
MARCH5,4093.00,4317.67,8410.67,1,7.778e-06,9.99515e-05
EPAS1,4051.00,4360.33,8411.33,1,1.86212e-06,0.000166446
CSRNP3,3480.00,4931.67,8411.67,1,2.97775e-05,9.9889e-05
RP11-1191J2.5,4200.33,4211.67,8412.00,1,6.25886e-06,0.000100011
HRCT1,3909.33,4504.00,8413.33,1,2.38352e-06,0.000158215
PSMD9,3761.33,4653.00,8414.33,1,3.11462e-06,0.000149489
ABCD3,4227.33,4187.33,8414.67,1,1.38059e-06,0.000176753
HPX,4629.00,3786.00,8415.00,1,5.74691e-07,0.000211876
PDS5B,4459.00,3956.33,8415.33,1,8.63219e-07,0.000194038
CSTF3,4544.67,3871.33,8416.00,1,4.48743e-06,0.000100033
FAM167B,3995.33,4420.67,8416.00,1,2.04035e-06,0.000162785
PYROXD1,4583.67,3833.67,8417.33,1,4.23253e-06,0.000100042
UBE2D4,4214.33,4203.67,8418.00,1,6.10834e-06,0.000100012
PLCG2,3574.00,4844.33,8418.33,1,4.64103e-06,0.000137395
LMBRD1,4492.67,3926.33,8419.00,1,4.8455e-06,0.000100021
CAMTA1,4636.00,3783.33,8419.33,1,3.87158e-06,0.000100053
AAMDC,4642.00,3777.67,8419.67,1,5.52001e-07,0.000213091
MIR34A,4746.67,3673.00,8419.67,1,3.18756e-06,0.000100085
PPP1R2,4929.67,3491.00,8420.67,1,9.7869e-08,0.000279104
EBAG9,4269.00,4152.00,8421.00,1,6.32799e-06,9.9982e-05
BVES,3945.00,4476.33,8421.33,1,1.00002e-05,9.99808e-05
FAM102A,4739.33,3682.33,8421.67,1,3.79689e-07,0.000226219
ATRAID,4752.33,3669.33,8421.67,1,3.15637e-06,0.000100087
ZNF282,4566.00,3856.00,8422.00,1,2.77572e-06,0.000100058
GRPEL1,4570.00,3852.67,8422.67,1,2.76014e-06,0.000100059
C11orf30,4714.00,3709.00,8423.00,1,3.39993e-06,0.000100074
PTPN3,4364.33,4059.67,8424.00,1,4.53092e-06,0.000100029
ZNF143,4259.00,4165.00,8424.00,1,6.42138e-06,9.99793e-05
MFAP1,4169.00,4256.67,8425.67,1,7.10181e-06,9.99622e-05
EPG5,4395.33,4030.67,8426.00,1,5.46345e-06,0.000100003
NPM3,4908.00,3518.67,8426.67,1,1.28252e-07,0.00026781
ABRACL,3706.00,4720.67,8426.67,1,3.47119e-06,0.000145347
ACTL6A,3594.33,4832.67,8427.00,1,4.42359e-06,0.000138193
ATXN1,4726.67,3700.67,8427.33,1,3.31821e-06,0.000100077
SMAD5,4545.00,3882.67,8427.67,1,4.48206e-06,0.000100031
RPRD2,4471.00,3956.67,8427.67,1,3.60592e-06,0.000100043
AK1,4572.33,3855.33,8427.67,1,2.74235e-06,0.000100058
E2F6,4351.67,4076.33,8428.00,1,5.74256e-06,9.99953e-05
TMEM167B,4788.00,3640.00,8428.00,1,2.85256e-06,0.000100096
BEND6,4725.33,3702.67,8428.00,1,3.34102e-06,0.000100076
JMJD7,4072.67,4356.00,8428.67,1,7.92509e-06,9.99943e-05
TMEM107,4615.00,3814.00,8429.00,2,1.78927e-06,0.000116746
RIMS2,4619.00,3810.67,8429.67,1,2.34705e-06,0.000100067
DDX24,4589.33,3841.33,8430.67,1,4.17579e-06,0.000100041
WWC3,4172.00,4259.00,8431.00,1,7.06345e-06,9.99616e-05
CCDC85B,4966.67,3465.33,8432.00,1,4.74991e-08,0.000294846
OASL,4458.00,3975.00,8433.00,2,1.20217e-06,0.000119358
ZNF670,4458.33,3975.00,8433.33,1,5.07083e-06,0.000100013
TMEM110,4266.00,4167.67,8433.67,1,5.51069e-06,0.000100017
YTHDC2,3956.00,4477.67,8433.67,1,9.27285e-06,9.99218e-05
KRT18,4191.67,4242.00,8433.67,1,1.4604e-06,0.000173375
KIAA0196,4242.33,4191.67,8434.00,1,6.53689e-06,9.99748e-05
CNOT2,4007.00,4427.00,8434.00,1,2.00438e-06,0.000162472
FAM171B,4532.67,3901.33,8434.00,1,7.3983e-07,0.000199142
OVGP1,4446.33,3988.00,8434.33,1,3.81019e-06,0.000100038
FAM104B,3885.67,4549.00,8434.67,1,9.97726e-06,9.99074e-05
ZNF35,4352.33,4082.33,8434.67,1,4.6186e-06,0.000100026
CRNKL1,3768.33,4667.00,8435.33,1,1.18581e-05,9.98806e-05
SKP1,4699.67,3735.67,8435.33,1,3.51874e-06,0.000100065
SEMA4F,4798.33,3637.33,8435.67,1,1.16148e-06,0.000100119
MTFR1L,4698.67,3737.33,8436.00,1,3.52509e-06,0.000100065
TPR,4794.33,3643.00,8437.33,1,2.81473e-06,0.000100095
NR2C1,4475.33,3962.00,8437.33,1,4.94939e-06,0.000100015
GPATCH2L,4662.00,3775.67,8437.67,1,3.70497e-06,0.000100055
DRAM2,4296.33,4141.33,8437.67,1,6.18145e-06,9.9984e-05
TMEM218,4499.67,3938.00,8437.67,1,4.799e-06,0.000100019
AIDA,4524.67,3913.33,8438.00,1,4.62524e-06,0.000100024
AEN,4185.33,4253.67,8439.00,1,6.43054e-06,0.000100006
NADK2,4562.33,3877.33,8439.67,1,4.37484e-06,0.000100032
LGMN,4369.67,4070.33,8440.00,1,5.62948e-06,9.99964e-05
CD34,3566.00,4874.67,8440.67,1,2.2817e-05,9.99127e-05
SNX14,4267.00,4174.33,8441.33,1,6.35157e-06,9.99778e-05
NDEL1,4929.33,3512.33,8441.67,1,9.81485e-08,0.000269862
PIGV,4420.00,4022.00,8442.00,1,5.31988e-06,0.000100005
RAB3A,4236.33,4206.00,8442.33,1,1.35904e-06,0.000175674
CANX,4150.00,4292.33,8442.33,1,1.57638e-06,0.000170308
BTF3L4,4723.67,3718.67,8442.33,1,3.35495e-06,0.00010007
PCNXL4,4046.00,4397.33,8443.33,1,1.87333e-06,0.000164291
ANKRA2,4638.00,3807.67,8445.67,1,3.83899e-06,0.000100048
ZNF518B,4816.33,3629.67,8446.00,1,2.61302e-07,0.000235689
HBS1L,4755.67,3690.33,8446.00,1,3.13e-06,0.00010008
SOX10,4476.67,3969.67,8446.33,1,8.32029e-07,0.000192952
MZT1,4696.00,3751.00,8447.00,1,4.46869e-07,0.000216415
SP100,4672.67,3774.33,8447.00,1,3.65123e-06,0.000100055
HDAC2,4128.33,4319.33,8447.67,1,1.64041e-06,0.000168853
SRSF7,3742.00,4706.00,8448.00,1,3.22671e-06,0.000146247
ZNF584,4507.33,3941.00,8448.33,1,3.26009e-06,0.000100045
BCL2L14,4424.00,4024.33,8448.33,1,9.37321e-07,0.00018842
ZC3H15,4288.33,4160.67,8449.00,1,1.23088e-06,0.000178708
PFAS,4430.33,4018.67,8449.00,1,3.95336e-06,0.000100034
PAK4,4593.33,3855.67,8449.00,1,6.40192e-07,0.000204049
KLHL42,4681.33,3768.00,8449.33,1,3.62348e-06,0.000100057
CRYL1,4481.67,3968.67,8450.33,1,8.23749e-07,0.00019301
FERMT3,4614.00,3836.33,8450.33,1,2.38836e-06,0.000100062
CAMSAP3,4109.00,4342.33,8451.33,1,1.69997e-06,0.000167591
MYL9,4693.00,3759.00,8452.00,1,4.55581e-07,0.000215443
DOCK10,4664.67,3787.33,8452.00,2,1.60089e-06,9.99587e-05
HEXIM1,4662.67,3789.33,8452.00,1,3.70312e-06,0.000100051
NFKBIA,4072.00,4380.33,8452.33,1,1.80648e-06,0.000165123
LOC647070,4238.67,4213.67,8452.33,1,5.84016e-06,0.000100011
IKZF4,4179.33,4274.00,8453.33,1,6.51562e-06,0.000100004
SRSF3,4778.00,3677.00,8455.00,1,3.13037e-07,0.00022671
CD47,4716.33,3739.00,8455.33,1,3.38784e-06,0.000100064
DENND6A,4781.00,3674.67,8455.67,1,2.90075e-06,0.000100084
UPF3B,4995.33,3460.67,8456.00,1,8.60713e-09,0.000297703
TTC9C,4888.67,3567.67,8456.33,1,2.02281e-06,0.000100127
LOC101927705,4213.33,4243.33,8456.67,1,1.41084e-06,0.000173342
S100A4,4503.00,3954.00,8457.00,1,7.88456e-07,0.00019415
C12orf66,4807.00,3650.67,8457.67,2,9.88744e-07,9.99617e-05
ZNF565,4454.67,4003.33,8458.00,1,5.09088e-06,0.000100008
HEATR5A,4018.67,4442.33,8461.00,2,4.06792e-06,9.99056e-05
ANKDD1A,3550.00,4911.00,8461.00,1,2.39726e-05,9.98997e-05
hsa-let-7a-3,4871.67,3589.33,8461.00,1,1.7914e-07,0.000245307
LOC100133315,4654.67,3806.33,8461.00,1,2.05577e-06,0.000100068
ANKRD13C,4577.33,3883.67,8461.00,1,4.26481e-06,0.00010003
CASP8,4594.33,3867.00,8461.33,1,2.57986e-06,0.000100056
KLHDC4,4453.33,4008.00,8461.33,1,3.7556e-06,0.000100036
EAF1,4168.00,4293.67,8461.67,1,7.10603e-06,9.99562e-05
JARID2,4635.67,3826.33,8462.00,1,5.61587e-07,0.000207091
CHTF18,4277.00,4185.33,8462.33,1,5.40045e-06,0.000100014
TWISTNB,4646.67,3816.33,8463.00,1,5.41531e-07,0.00020831
FAM210A,4628.33,3835.00,8463.33,1,2.26883e-06,0.000100062
ZNF585A,4412.67,4050.67,8463.33,1,5.37637e-06,9.99997e-05
PHF13,4637.00,3826.67,8463.67,1,3.85663e-06,0.000100043
PELO,4315.00,4148.67,8463.67,1,1.16654e-06,0.000179463
LINC01296,4578.00,3886.33,8464.33,2,1.45074e-06,0.000120874
SLC25A38,4383.67,4081.00,8464.67,1,4.36116e-06,0.000100026
USP13,4333.33,4133.00,8466.33,1,5.89247e-06,9.99849e-05
TMEM261,4099.67,4366.67,8466.33,1,7.58434e-06,9.99932e-05
SPATC1L,3702.67,4763.67,8466.33,1,3.49639e-06,0.000143016
C5orf51,3882.33,4584.67,8467.00,1,2.49906e-06,0.000153718
KIAA0247,4481.00,3986.67,8467.67,1,4.92763e-06,0.000100012
CENPU,4872.00,3596.00,8468.00,1,1.78226e-07,0.000243652
DPH1,4096.00,4372.00,8468.00,1,7.60425e-06,9.99925e-05
ATP11A,4528.00,3940.00,8468.00,1,3.07051e-06,0.000100045
SERAC1,4596.33,3872.00,8468.33,1,4.12405e-06,0.000100033
CDR2L,4527.00,3942.00,8469.00,1,4.61531e-06,0.000100018
COMMD8,4274.33,4194.67,8469.00,1,6.30067e-06,9.99739e-05
SPIN3,3691.00,4778.33,8469.33,2,6.15773e-06,9.98306e-05
GOLPH3,4321.67,4147.67,8469.33,1,6.00473e-06,9.9983e-05
DCLRE1C,4650.00,3819.67,8469.67,1,3.77603e-06,0.000100045
FHOD1,3852.33,4617.67,8470.00,1,1.20304e-05,9.99646e-05
ZCCHC3,4238.67,4231.67,8470.33,1,1.354e-06,0.000173965
ALDH9A1,4650.33,3820.33,8470.67,1,3.77507e-06,0.000100045
TNS4,4469.33,4001.67,8471.00,1,8.45371e-07,0.000190107
MSRB2,4205.00,4266.00,8471.00,1,6.80293e-06,9.99605e-05
GDF2,4500.33,3971.33,8471.67,1,7.9214e-07,0.000192804
UBE2D3,3982.00,4489.67,8471.67,1,2.08517e-06,0.000158845
MICALL2,4714.33,3758.00,8472.33,1,1.66631e-06,0.00010008
NMNAT3,3895.00,4577.33,8472.33,1,2.44586e-06,0.000154016
HAUS5,4337.67,4134.67,8472.33,1,5.84906e-06,9.99846e-05
LINC00997,4115.67,4357.00,8472.67,1,7.33347e-06,9.99941e-05
STK3,4790.67,3682.33,8473.00,1,2.82911e-06,0.000100082
AAED1,4573.67,3899.67,8473.33,1,4.29876e-06,0.000100027
DHRS1,4835.00,3638.67,8473.67,1,2.53866e-06,0.000100096
GAREML,4437.00,4036.67,8473.67,1,3.88778e-06,0.000100031
EIF4A2,4836.67,3637.00,8473.67,1,2.29246e-07,0.00023435
TMEM161B-AS1,4075.00,4398.67,8473.67,2,3.75916e-06,9.99113e-05
RPL17,3734.00,4740.00,8474.00,1,3.27321e-06,0.000144253
PBLD,4293.67,4180.33,8474.00,1,1.21871e-06,0.000177337
ARPC5,4242.00,4232.33,8474.33,1,1.34669e-06,0.000173929
PNPLA4,4637.33,3838.00,8475.33,1,2.20379e-06,0.000100062
EXOC3,3750.67,4726.67,8477.33,1,1.47984e-05,9.99476e-05
TRAK1,4622.00,3855.67,8477.67,1,2.31904e-06,0.000100058
FAM118B,4024.33,4453.33,8477.67,1,8.51969e-06,9.99264e-05
SNTB2,4552.67,3925.33,8478.00,1,7.10168e-07,0.000196682
SEC31A,4635.00,3843.33,8478.33,1,3.87612e-06,0.00010004
MFGE8,4903.67,3574.67,8478.33,1,1.33347e-07,0.000249587
UACA,4302.67,4176.00,8478.67,1,6.13386e-06,9.99776e-05
FOXC2,4190.33,4289.00,8479.33,2,7.95073e-07,0.00011981
AP3S1,4555.33,3924.67,8480.00,1,4.41535e-06,0.000100022
ZNF763,4587.00,3893.67,8480.67,1,6.50695e-07,0.000200233
XAGE2,3966.00,4515.33,8481.33,1,9.57435e-06,9.99766e-05
CAPZB,4704.67,3776.67,8481.33,1,4.34362e-07,0.000213284
KIAA0125,4525.00,3957.33,8482.33,1,3.08774e-06,0.000100043
GOLGA5,4439.00,4043.33,8482.33,1,5.19646e-06,0.000100001
ZNF445,4101.33,4381.33,8482.67,1,7.56109e-06,9.99913e-05
LINC00963,4112.33,4371.33,8483.67,1,7.38599e-06,9.99926e-05
MBTD1,4824.33,3659.33,8483.67,1,2.61088e-06,0.00010009
GTF2B,3670.00,4814.00,8484.00,1,1.37123e-05,9.98362e-05
IARS2,4388.00,4096.33,8484.33,1,5.51734e-06,9.99913e-05
CDKN2A,4485.67,3998.67,8484.33,1,8.19567e-07,0.000190413
TMEM108,4542.00,3942.33,8484.33,1,2.97605e-06,0.000100044
GUSBP1,3902.67,4582.00,8484.67,2,4.45682e-06,9.98908e-05
SH3BP5-AS1,4199.00,4285.67,8484.67,1,6.85142e-06,9.99571e-05
ZNF514,4687.00,3798.00,8485.00,2,1.14347e-06,0.000114554
CBS,3943.00,4542.00,8485.00,1,2.24371e-06,0.00015612
LINC00260,4763.33,3723.00,8486.33,1,3.05466e-06,0.000100069
CYP20A1,4633.00,3853.67,8486.67,1,2.24023e-06,0.000100058
FUT6,4409.67,4077.00,8486.67,1,9.68431e-07,0.000184661
KPNA2,3739.00,4748.33,8487.33,1,3.23607e-06,0.000143772
IGKC,4740.00,3748.33,8488.33,1,3.79066e-07,0.00021679
TECPR1,3716.67,4772.33,8489.00,1,1.5907e-05,9.9939e-05
IL1RAP,3810.00,4679.33,8489.33,2,4.84402e-06,9.9872e-05
PPP3CC,3539.33,4950.00,8489.33,1,5.08785e-06,0.000128345
LOC102724312,4696.67,3792.67,8489.33,1,1.77274e-06,0.00010007
PGD,4724.00,3765.33,8489.33,1,4.01303e-07,0.00021475
EPS8L2,4146.33,4343.33,8489.67,2,1.6807e-06,0.000123296
SETD3,4113.33,4376.33,8489.67,1,1.68233e-06,0.000165308
TAGLN,4661.67,3828.67,8490.33,1,5.19166e-07,0.000206712
ZNF605,4076.67,4413.67,8490.33,1,1.79226e-06,0.000163081
TBXAS1,4500.67,3990.00,8490.67,1,3.31712e-06,0.000100038
ADAMTS17,4343.67,4147.33,8491.00,1,4.67218e-06,0.000100019
ACADM,4615.67,3875.33,8491.00,1,3.99939e-06,0.000100032
CDHR2,4873.67,3618.00,8491.67,1,1.75592e-07,0.000238555
ERN2,4289.67,4202.00,8491.67,1,1.23012e-06,0.000175822
FZD2,3949.33,4543.33,8492.67,2,4.47549e-06,9.98924e-05
CCNG2,4741.67,3751.67,8493.33,1,3.74234e-07,0.000216378
HLA-E,4702.67,3791.33,8494.00,1,3.4901e-06,0.000100051
TMEM59,4532.00,3963.33,8495.33,1,4.57223e-06,0.000100015
LOC100129034,4370.67,4124.67,8495.33,1,1.04951e-06,0.000181334
UBN1,4610.33,3886.00,8496.33,1,4.04172e-06,0.00010003
TRAF5,4992.33,3504.33,8496.67,1,1.12724e-08,0.000273373
DOK3,4688.67,3808.00,8496.67,1,1.81728e-06,0.000100068
CEP135,4849.67,3647.33,8497.00,1,2.39408e-06,0.000100094
MIPEPP3,4441.67,4055.67,8497.33,1,3.84053e-06,0.000100029
PLEKHG6,4569.00,3928.33,8497.33,1,6.81137e-07,0.000196105
WDFY2,4638.67,3859.67,8498.33,1,3.83435e-06,0.000100036
OGFOD3,4336.33,4162.33,8498.67,1,4.73188e-06,0.000100017
HSPBAP1,4281.33,4219.00,8500.33,1,6.25818e-06,9.99692e-05
C5orf56,3641.33,4859.33,8500.67,1,3.97957e-06,0.000136233
ZNF630,4427.00,4073.67,8500.67,1,3.9768e-06,0.000100027
CST3,4377.33,4123.67,8501.00,1,1.0359e-06,0.00018137
RGS16,3983.67,4517.67,8501.33,1,2.07999e-06,0.00015748
TMEM33,4232.00,4269.67,8501.67,1,6.60024e-06,9.99595e-05
STRA6,4718.33,3783.67,8502.00,1,1.63785e-06,0.000100073
CSNK2B,4666.33,3836.67,8503.00,1,5.06948e-07,0.000206027
ITM2C,4845.67,3657.67,8503.33,1,2.16922e-07,0.000229855
TBC1D23,4276.00,4228.00,8504.00,1,6.28901e-06,9.99675e-05
COA3,4548.33,3956.00,8504.33,1,7.16411e-07,0.000194074
ELOVL6,4887.00,3617.33,8504.33,2,1.30375e-07,0.000134619
CTDSP2,4175.00,4330.00,8505.00,1,6.55326e-06,9.99976e-05
HELLS,4098.33,4407.33,8505.67,1,1.73101e-06,0.000163654
MAGOHB,4099.67,4406.00,8505.67,1,1.72798e-06,0.00016372
PPIC,4305.00,4201.00,8506.00,1,6.11281e-06,9.99722e-05
POC5,3900.00,4607.00,8507.00,2,4.33648e-06,9.98723e-05
YIPF6,4224.67,4283.00,8507.67,1,6.65985e-06,9.99573e-05
COG2,4541.67,3966.33,8508.00,1,4.50701e-06,0.000100014
AGAP11,4304.33,4204.67,8509.00,1,1.18843e-06,0.000175722
CCDC28A,4401.67,4108.33,8510.00,1,5.43779e-06,9.99892e-05
LOC100996792,3972.67,4537.33,8510.00,1,9.48393e-06,9.99742e-05
INSIG2,4741.67,3768.67,8510.33,1,3.2274e-06,0.000100057
ZSCAN26,4887.00,3623.33,8510.33,1,2.04205e-06,0.000100103
POLR2B,4936.33,3574.33,8510.67,1,1.42397e-06,0.000100125
AC009120.6,4337.00,4174.00,8511.00,1,4.72913e-06,0.000100016
PAPPA,3901.00,4610.00,8511.00,1,1.09367e-05,9.99655e-05
CREB3L2,4501.00,4011.00,8512.00,1,7.91208e-07,0.00018965
PRPF4B,4291.67,4221.33,8513.00,1,6.20591e-06,9.99684e-05
DUSP22,4754.00,3759.00,8513.00,1,3.15263e-06,0.000100059
NEK11,4438.33,4074.67,8513.00,1,3.86805e-06,0.000100027
DLK1,4615.67,3897.33,8513.00,1,2.37113e-06,0.000100051
LOC374443,4354.67,4158.33,8513.00,1,5.71757e-06,9.99805e-05
USP45,4704.67,3808.33,8513.00,1,3.47849e-06,0.000100048
ZNF33A,4658.00,3855.33,8513.33,1,3.74708e-06,0.000100037
MAK16,4109.67,4404.00,8513.67,1,7.62628e-06,9.99369e-05
CDRT4,4642.67,3871.00,8513.67,1,3.81734e-06,0.000100033
ZNF844,3754.00,4760.33,8514.33,1,1.47421e-05,9.99415e-05
VWA8,4470.00,4044.33,8514.33,1,3.61466e-06,0.000100031
PIKFYVE,3624.67,4889.67,8514.33,1,4.09349e-06,0.000133594
FAIM3,4339.33,4176.00,8515.33,1,4.71569e-06,0.000100015
SLC4A8,4847.00,3668.67,8515.67,1,8.93798e-07,0.000100106
SLC5A6,4545.67,3970.00,8515.67,1,7.20671e-07,0.000192928
LOC286161,3918.67,4597.33,8516.00,1,9.66852e-06,9.98958e-05
ZNF182,4898.33,3618.00,8516.33,1,1.90945e-06,0.000100106
DHX9,4215.67,4301.33,8517.00,1,6.73977e-06,9.99548e-05
TMEM191A,4316.33,4201.00,8517.33,1,1.16231e-06,0.000175909
MXRA5,4195.67,4323.33,8519.00,2,1.9917e-06,0.000126694
TNRC6B,4676.33,3844.00,8520.33,1,3.63765e-06,0.00010004
RAB3IL1,4687.67,3832.67,8520.33,1,1.8276e-06,0.000100063
SMARCE1,3773.33,4747.33,8520.67,1,1.17663e-05,9.98606e-05
LRRC8B,4473.00,4048.00,8521.00,1,4.96323e-06,0.0001
LOC101929910,4283.67,4237.33,8521.00,1,1.24174e-06,0.000173517
COPS4,4861.33,3660.00,8521.33,1,1.95163e-07,0.0002297
ZNF250,3800.00,4721.33,8521.33,2,4.92243e-06,9.98565e-05
GPRIN2,3884.67,4637.33,8522.00,1,1.13719e-05,9.99612e-05
LEMD3,4707.00,3815.00,8522.00,1,3.45272e-06,0.000100046
RPL13,4782.33,3740.33,8522.67,1,3.0914e-07,0.000217735
C18orf8,4547.67,3975.00,8522.67,1,7.18105e-07,0.000192515
CHD2,4687.00,3836.00,8523.00,1,3.58461e-06,0.000100042
GPR39,4512.33,4011.33,8523.67,1,3.18762e-06,0.000100036
RP1-102H19.8,4910.67,3613.67,8524.33,1,1.76974e-06,0.000100107
AF090939,4555.67,3969.00,8524.67,1,4.41497e-06,0.000100014
PCED1A,4916.33,3608.67,8525.00,1,1.13349e-07,0.000240793
CD27,4879.67,3645.33,8525.00,1,1.68916e-07,0.000232359
TRMT10B,4767.67,3757.67,8525.33,1,3.02005e-06,0.000100059
C12orf43,4745.67,3780.33,8526.00,1,1.48268e-06,0.000100074
ADAMTS18,4250.00,4276.00,8526.00,1,5.69546e-06,0.000100004
ZNF18,4425.67,4100.33,8526.00,1,3.987e-06,0.000100023
WDTC1,4468.67,4057.67,8526.33,1,3.62349e-06,0.000100029
PRMT6,3799.00,4727.67,8526.67,1,2.90785e-06,0.000144992
IGH,4670.00,3857.00,8527.00,1,4.99252e-07,0.000203952
CEND1,4713.33,3813.67,8527.00,1,4.20074e-07,0.000208565
N4BP2,4543.00,3984.00,8527.00,1,4.50055e-06,0.000100012
AAK1,4851.00,3676.33,8527.33,1,2.09548e-07,0.000226867
MGAT5,4252.00,4275.67,8527.67,1,1.32083e-06,0.00017123
ZNF3,4411.00,4117.33,8528.33,1,9.63029e-07,0.000182006
GPRIN1,4636.67,3891.67,8528.33,1,5.61358e-07,0.000200465
SRXN1,4916.00,3613.00,8529.00,1,4.92432e-07,0.000100133
TARDBP,3874.33,4655.00,8529.33,2,5.5324e-06,9.98681e-05
CTD-3222D19.5,3965.33,4565.00,8530.33,1,9.57604e-06,9.9971e-05
ZNF783,3985.00,4545.67,8530.67,1,9.29022e-06,9.9973e-05
TADA3,4673.67,3857.33,8531.00,1,4.93306e-07,0.000203926
RAB11B-AS1,3984.33,4547.33,8531.67,1,9.31647e-06,9.99729e-05
TMEM109,4359.67,4172.00,8531.67,1,5.69046e-06,9.99784e-05
CHMP7,3744.33,4787.67,8532.00,1,1.2415e-05,9.98479e-05
THOC2,4547.33,3985.00,8532.33,2,2.02116e-06,9.99491e-05
FLVCR2,4062.67,4469.67,8532.33,1,8.08616e-06,9.99815e-05
DIXDC1,4970.00,3562.33,8532.33,1,4.49862e-08,0.000252813
CTC-338M12.4,4132.33,4400.33,8532.67,2,3.52146e-06,9.98925e-05
SLC25A44,3954.33,4578.33,8532.67,1,9.28858e-06,9.99003e-05
ZBED6,4432.67,4100.33,8533.00,2,2.5365e-06,9.99437e-05
BMPR1A,4735.67,3797.33,8533.00,1,3.27009e-06,0.00010005
SOX4,4822.33,3711.00,8533.33,1,2.48219e-07,0.000221785
RSU1,4205.67,4328.00,8533.67,1,1.42871e-06,0.000168366
SOCS5,4832.33,3702.33,8534.67,1,2.55935e-06,0.000100076
TGFBR2,3896.00,4639.00,8535.00,1,1.10169e-05,9.99611e-05
ATP5O,4671.33,3864.00,8535.33,1,4.9746e-07,0.000203272
LOC102724250,4737.33,3798.33,8535.67,1,3.25854e-06,0.000100049
MYBPC1,4245.67,4290.33,8536.00,2,2.57427e-06,0.000117913
CMTM8,4603.33,3933.00,8536.33,2,2.027e-06,9.99373e-05
PAPOLA,4103.33,4433.00,8536.33,1,7.69396e-06,9.99308e-05
ZNF442,4281.67,4255.00,8536.67,1,6.25382e-06,9.99623e-05
EML4,4178.67,4358.33,8537.00,1,6.51759e-06,9.9994e-05
TAP1,3869.67,4667.33,8537.00,2,3.06798e-06,0.000114329
METTL14,4850.33,3687.00,8537.33,1,2.39142e-06,0.000100081
PXDC1,3641.67,4895.67,8537.33,1,1.90422e-05,9.99056e-05
FAM161B,4774.33,3763.67,8538.00,1,2.96379e-06,0.000100058
ALG14,4477.33,4061.33,8538.67,1,8.30231e-07,0.000185678
ANAPC4,4627.00,3911.67,8538.67,1,3.925e-06,0.000100024
TYW5,4714.67,3824.33,8539.00,1,1.66319e-06,0.000100064
CHST14,4631.33,3908.00,8539.33,1,2.24154e-06,0.00010005
MALSU1,4591.33,3948.33,8539.67,1,4.15651e-06,0.000100017
GJA9,4189.33,4350.33,8539.67,1,1.46596e-06,0.000167012
LOC101060181,4615.33,3924.67,8540.00,1,6.01581e-07,0.00019677
RUVBL2,4251.00,4289.00,8540.00,1,1.32213e-06,0.000170505
PNP,4009.00,4531.67,8540.67,2,1.34624e-06,0.000115492
